Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress ScoreÂ®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,2024-05-07 16:54:23,false,"Cardio","0.00","445","01:02:08","130","177","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:02:08","1","NaN","00:00:00","01:02:08","--","--"
Running,2024-05-06 18:14:17,false,"Winston-Salem Running","3.03","313","00:26:59","160","178","176","184","8:55","8:09","233","156","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:16.4","4","NaN","00:26:58","00:26:59","844","958"
Cardio,2024-05-06 17:12:44,false,"Cardio","0.00","280","00:46:04","117","158","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:46:04","1","NaN","00:00:00","00:46:04","876","876"
Running,2024-05-05 16:20:05,false,"Winston-Salem Running","0.40","40","00:04:02.8","143","156","171","178","10:01","8:30","--","17","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:04:02.8","1","NaN","00:03:59","00:04:04.0","869","893"
Running,2024-05-05 14:10:47,false,"Winston-Salem Running","10.03","1,060","01:27:45","167","192","175","188","8:45","7:22","286","259","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:15.3","11","NaN","01:27:20","01:33:40","720","781"
Cardio,2024-05-03 17:37:39,false,"Cardio","0.00","163","00:30:13","109","136","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:30:13","1","NaN","00:00:00","00:30:13","812","812"
Running,2024-05-03 16:55:43,false,"Winston-Salem Running","3.15","290","00:30:21","143","163","166","177","9:39","8:10","190","195","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:26.1","4","NaN","00:29:49","00:36:34","798","961"
Cardio,2024-05-02 07:26:38,false,"Cardio","0.00","286","00:50:52","112","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:50:52","1","NaN","00:00:00","00:50:52","916","916"
Running,2024-05-01 06:51:50,false,"Winston-Salem Running","7.23","726","01:06:03","158","177","175","188","9:08","6:06","696","717","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:50.7","8","NaN","01:05:42","01:10:24","797","1,160"
Running,2024-04-30 17:38:41,false,"Winston-Salem Running","6.23","598","00:55:07","157","192","170","188","8:51","5:41","42","52","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:22.0","7","NaN","00:54:28","01:04:41","742","772"
Running,2024-04-29 18:15:34,false,"Winston-Salem Running","3.02","278","00:28:29","141","165","173","198","9:26","8:24","177","178","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:12.7","4","NaN","00:28:22","00:28:45","844","958"
Cardio,2024-04-29 17:13:30,false,"Cardio","0.00","202","00:38:23","110","137","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:38:23","1","NaN","00:00:00","00:38:23","3,060","3,060"
Walking,2024-04-28 10:25:54,false,"Watauga County Walking","2.15","218","00:45:53","103","122","87","248","21:20","10:16","243","235","0.87","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:03:18.0","3","NaN","00:43:55","00:47:50","2,962","3,085"
Running,2024-04-27 08:12:42,false,"Watauga County Running","8.01","689","01:08:23","151","181","172","244","8:32","6:43","533","539","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.4","9","NaN","01:07:57","01:22:25","2,929","3,085"
Cardio,2024-04-26 08:45:13,false,"Cardio","0.00","162","00:25:45","116","142","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:25:45","1","NaN","00:00:00","00:25:45","785","785"
Running,2024-04-26 08:05:08,false,"Winston-Salem Running","3.01","306","00:29:04","151","168","172","244","9:40","6:44","94","113","0.97","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","4","NaN","00:28:56","00:30:31","785","858"
Cardio,2024-04-25 07:12:03,false,"Cardio","0.00","321","00:55:11","117","147","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:55:11","1","NaN","00:00:00","00:55:11","--","--"
Running,2024-04-24 06:49:11,false,"Winston-Salem Running","6.53","680","01:01:06","161","179","174","190","9:21","7:08","767","816","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:05:02.4","7","NaN","01:00:55","01:03:56","797","1,144"
Running,2024-04-22 18:16:50,false,"Winston-Salem Running","3.01","326","00:29:20","156","176","171","188","9:45","8:04","156","166","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.6","4","NaN","00:29:09","00:30:40","845","958"
Cardio,2024-04-22 17:05:10,false,"Cardio","0.00","277","00:53:34","108","139","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:53:34","1","NaN","00:00:00","00:53:34","--","--"
Cardio,2024-04-21 14:12:36,false,"Cardio","0.00","225","01:02:16","93","125","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:02:16","1","NaN","00:00:00","01:02:16","1,038","1,038"
Running,2024-04-20 08:30:15,false,"Winston-Salem Running","13.05","1,424","01:53:36","174","188","175","193","8:42","6:05","703","709","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:18.4","14","NaN","01:53:24","01:53:36","742","964"
Running,2024-04-20 07:55:20,false,"Winston-Salem Running","0.95","110","00:09:52.9","156","174","172","182","10:23","8:14","19","29","0.90","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:09:52.9","1","NaN","00:09:46","00:10:04","942","968"
Running,2024-04-18 17:48:59,false,"Winston-Salem Running","4.14","427","00:40:32","149","168","171","180","9:47","8:44","284","267","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:17.2","5","NaN","00:40:22","00:48:12","751","957"
Cardio,2024-04-18 07:20:57,false,"Cardio","0.00","276","00:48:51","114","137","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:48:51","1","NaN","00:00:00","00:48:51","926","926"
Walking,2024-04-17 15:04:06,false,"Winston-Salem Walking","0.97","94","00:22:18","94","114","90","229","23:05","18:19","64","74","0.78","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:22:18","1","NaN","00:21:15","00:23:34","833","909"
Running,2024-04-16 17:46:49,false,"Winston-Salem Running","6.35","553","00:51:07","157","192","174","196","8:03","5:29","129","365","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:03:17.0","7","NaN","00:50:36","01:14:16","745","987"
Running,2024-04-15 18:15:21,false,"Winston-Salem Running","3.01","304","00:29:52","147","167","171","180","9:56","8:47","153","155","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.6","4","NaN","00:29:42","00:30:32","844","958"
Cardio,2024-04-15 16:53:53,false,"Cardio","0.00","315","00:54:11","115","155","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:54:11","1","NaN","00:00:00","00:54:11","864","864"
Walking,2024-04-14 17:23:16,false,"Winston-Salem Walking","1.45","156","00:39:12","90","105","78","241","27:06","11:03","96","91","0.76","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:11:50","2","NaN","00:32:43","00:39:12","846","935"
Running,2024-04-14 14:27:49,false,"Winston-Salem Running","6.26","623","00:55:33","160","181","172","182","8:53","6:59","166","173","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:35.7","7","NaN","00:55:14","01:07:23","719","780"
Running,2024-04-13 07:05:13,false,"Winston-Salem Running","10.32","1,111","01:34:35","165","185","176","188","9:10","8:04","419","423","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:03:09.3","11","NaN","01:34:02","01:57:22","742","955"
Cardio,2024-04-12 17:46:29,false,"Cardio","0.00","269","00:41:25","118","147","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:41:25","1","NaN","00:00:00","00:41:25","988","988"
Running,2024-04-12 17:04:44,false,"Winston-Salem Running","3.45","351","00:31:23","154","166","174","188","9:06","7:02","128","104","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:04:11.7","4","NaN","00:31:17","00:32:26","900","980"
Walking,2024-04-11 18:01:43,false,"Winston-Salem Walking","1.30","135","00:30:32","94","110","89","248","23:32","12:50","65","71","0.77","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:09:26.5","2","NaN","00:25:27","00:39:58","853","900"
Running,2024-04-11 07:17:44,false,"Winston-Salem Running","5.01","462","00:42:33","154","184","176","200","8:30","6:25","60","58","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:04.0","6","NaN","00:42:03","01:02:49","747","773"
Cardio,2024-04-10 07:31:02,false,"Cardio","0.00","330","00:56:31","113","148","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:56:31","1","NaN","00:00:00","00:56:31","939","939"
Running,2024-04-08 18:14:52,false,"Winston-Salem Running","3.01","340","00:27:20","164","176","174","188","9:05","7:37","148","152","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:05.3","4","NaN","00:27:12","00:27:33","846","958"
Running,2024-04-07 07:35:23,false,"Washington Running","10.00","710","01:21:56","141","166","179","193","8:12","5:45","212","209","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:01.3","11","NaN","01:21:41","01:22:23","-54","67"
Cardio,2024-04-05 12:38:49,false,"Cardio","0.00","264","00:47:02","112","138","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:47:02","1","NaN","00:00:00","00:47:02","789","789"
Running,2024-04-05 12:00:07,false,"Winston-Salem Running","3.05","293","00:29:45","144","159","172","182","9:46","8:46","81","99","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:27.6","4","NaN","00:29:33","00:34:00","785","858"
Running,2024-04-04 18:04:40,false,"Winston-Salem Running","3.11","312","00:28:13","154","175","177","191","9:04","6:46","218","191","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:52.4","4","NaN","00:28:07","00:29:38","750","955"
Running,2024-04-04 07:11:46,false,"Winston-Salem Running","4.50","348","00:36:30","145","168","174","202","8:06","5:06","61","63","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:04:52.7","5","NaN","00:35:54","01:00:25","746","773"
Cardio,2024-04-03 06:46:40,false,"Cardio","0.00","347","01:02:06","113","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:02:06","1","NaN","00:00:00","01:02:06","--","--"
Running,2024-04-01 18:15:26,false,"Winston-Salem Running","3.24","318","00:30:09","150","169","175","184","9:18","7:32","184","187","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:13.6","4","NaN","00:30:07","00:30:09","845","958"
Cardio,2024-04-01 17:04:58,false,"Cardio","0.00","301","00:56:23","110","144","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:56:23","1","NaN","00:00:00","00:56:46","867","867"
Running,2024-03-31 07:52:52,false,"Winston-Salem Running","9.20","889","01:22:07","157","174","173","184","8:55","7:32","364","304","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:39.4","10","NaN","01:21:41","01:33:16","841","983"
Running,2024-03-30 08:10:08,false,"Winston-Salem Running","5.06","511","00:46:46","155","171","174","182","9:14","7:45","316","325","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:34.6","6","NaN","00:46:37","00:52:51","751","955"
Cardio,2024-03-29 16:30:29,false,"Cardio","0.00","296","00:48:18","117","153","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:48:18","1","NaN","00:00:00","00:48:18","801","801"
Running,2024-03-29 15:40:14,false,"Winston-Salem Running","4.05","385","00:36:44","150","168","168","177","9:04","7:55","87","102","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:25.5","5","NaN","00:36:21","00:41:11","785","862"
Running,2024-03-28 17:41:04,false,"Winston-Salem Running","5.16","453","00:44:18","151","176","174","200","8:35","7:04","356","336","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:19.9","6","NaN","00:44:03","00:56:50","752","958"
Cardio,2024-03-27 07:24:11,false,"Cardio","0.00","299","00:55:08","112","145","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:55:08","1","NaN","00:00:00","00:55:08","--","--"
Running,2024-03-25 18:18:16,false,"Winston-Salem Running","3.41","336","00:33:28","146","161","174","184","9:50","8:14","226","198","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:03:54.0","4","NaN","00:33:27","00:33:34","811","973"
Cardio,2024-03-25 17:04:59,false,"Cardio","0.00","299","00:53:55","114","146","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:53:55","1","NaN","00:00:00","00:53:55","--","--"
Running,2024-03-24 08:17:34,false,"Winston-Salem Running","5.26","507","00:48:41","152","165","173","186","9:16","8:06","249","243","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:22.6","6","NaN","00:48:20","00:54:34","796","972"
Running,2024-03-23 08:36:12,false,"Winston-Salem Running","3.15","336","00:29:03","164","177","175","186","9:14","5:26","195","202","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:26.1","4","NaN","00:29:03","00:29:07","751","955"
Cardio,2024-03-22 11:19:23,false,"Cardio","0.00","280","00:57:31","107","136","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:57:31","1","NaN","00:00:00","00:57:31","194","194"
Running,2024-03-21 06:56:09,false,"Washington Running","5.04","432","00:44:39","146","166","173","236","8:51","7:27","822","833","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:21.7","6","NaN","00:43:39","00:56:09","7","375"
Running,2024-03-20 07:32:41,false,"Washington Running","5.25","492","00:52:10","148","171","158","188","9:56","7:50","20","24","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:30.1","6","NaN","00:47:53","01:08:11","3","24"
Running,2024-03-18 18:15:04,false,"Winston-Salem Running","3.02","316","00:30:10","151","167","173","184","10:00","7:20","134","133","0.93","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:13.9","4","NaN","00:29:49","00:30:58","853","958"
Cardio,2024-03-18 16:56:45,false,"Cardio","0.00","343","01:00:19","116","160","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:00:19","1","NaN","00:00:00","01:00:19","--","--"
Running,2024-03-17 13:30:23,false,"Winston-Salem Running","11.64","1,204","01:40:16","168","188","175","188","8:37","6:22","211","212","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:05:32.1","12","NaN","01:39:57","01:51:53","720","771"
Running,2024-03-16 08:34:51,false,"Winston-Salem Running","3.18","312","00:28:05","157","165","177","188","8:50","8:10","207","217","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:43.0","4","NaN","00:28:03","00:28:09","752","957"
Cardio,2024-03-15 12:06:09,false,"Cardio","0.00","384","01:13:19","113","142","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:13:19","1","NaN","00:00:00","01:13:19","--","--"
Running,2024-03-14 18:03:48,false,"Winston-Salem Running","3.19","318","00:30:18","150","165","172","184","9:29","8:27","224","221","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:45.5","4","NaN","00:30:15","00:30:30","751","957"
Running,2024-03-14 07:30:10,false,"Winston-Salem Running","4.20","412","00:35:08","166","184","170","190","8:21","5:22","51","44","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:51.1","5","NaN","00:34:47","00:40:47","747","774"
Cardio,2024-03-13 06:42:49,false,"Cardio","0.00","361","01:01:56","117","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:01:56","1","NaN","00:00:00","01:01:56","--","--"
Cardio,2024-03-10 14:09:09,false,"Cardio","0.00","291","01:12:32","99","130","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:12:32","1","NaN","00:00:00","01:12:32","--","--"
Running,2024-03-10 09:47:19,false,"Winston-Salem Running","6.30","647","00:56:57","161","176","175","190","9:02","7:45","235","218","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:43.6","7","NaN","00:56:53","01:00:19","899","984"
Cardio,2024-03-08 16:13:20,false,"Cardio","0.00","322","00:50:55","118","148","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:50:55","1","NaN","00:00:00","00:50:55","736","736"
Running,2024-03-08 15:47:03,false,"Winston-Salem Running","2.01","204","00:18:26","156","173","169","176","9:10","7:27","74","69","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","3","NaN","00:18:19","00:18:35","781","840"
Running,2024-03-07 07:17:57,false,"Winston-Salem Running","5.01","412","00:39:22","155","193","175","194","7:52","6:07","70","83","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.0","6","NaN","00:38:30","01:02:51","746","767"
Cardio,2024-03-06 07:23:01,false,"Cardio","0.00","317","00:58:11","112","152","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:58:11","1","NaN","00:00:00","00:58:11","--","--"
Running,2024-03-04 18:15:09,false,"Winston-Salem Running","5.01","479","00:46:42","150","164","174","217","9:19","3:13","276","242","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.3","6","NaN","00:46:22","00:51:07","742","971"
Cardio,2024-03-04 17:05:08,false,"Cardio","0.00","314","00:50:07","117","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:50:07","1","NaN","00:00:00","00:50:07","--","--"
Cardio,2024-03-03 15:23:12,false,"Cardio","0.00","266","01:10:12","96","127","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:10:12","1","NaN","00:00:00","01:10:12","761","761"
Running,2024-03-03 14:29:59,false,"Winston-Salem Running","3.12","310","00:29:42","148","159","170","177","9:31","8:44","52","59","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:05.7","4","NaN","00:29:40","00:31:05","723","767"
Running,2024-03-02 08:05:06,false,"Winston-Salem Running","6.01","645","00:55:04","164","178","175","184","9:10","7:58","332","308","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:08.5","7","NaN","00:55:01","01:00:16","742","956"
Cardio,2024-03-01 18:07:35,false,"Cardio","0.00","321","01:00:20","110","144","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:00:20","1","NaN","00:00:00","01:00:20","--","--"
Running,2024-02-29 17:45:15,false,"Winston-Salem Running","5.05","459","00:44:29","148","168","175","194","8:49","6:42","336","325","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:23.6","6","NaN","00:44:19","00:53:37","751","955"
Cardio,2024-02-28 16:29:55,false,"Cardio","0.00","281","00:52:02","112","155","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:52:02","1","NaN","00:00:00","00:52:02","991","991"
Running,2024-02-26 18:17:41,false,"Winston-Salem Running","3.24","322","00:34:01","144","164","152","231","10:31","7:34","230","196","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:22.3","4","NaN","00:33:51","00:36:51","764","973"
Cardio,2024-02-26 07:19:50,false,"Cardio","0.00","344","00:53:18","120","156","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:53:18","1","NaN","00:00:00","00:53:18","--","--"
Running,2024-02-25 16:09:40,false,"Winston-Salem Running","4.01","373","00:32:00","163","184","175","188","7:59","7:08","151","149","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:04.1","5","NaN","00:31:54","00:35:57","721","801"
Running,2024-02-24 07:33:18,false,"Winston-Salem Running","8.07","821","01:15:29","158","182","176","188","9:21","7:36","494","491","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:42.7","9","NaN","01:15:14","01:29:15","748","957"
Cardio,2024-02-23 08:16:32,false,"Cardio","0.00","334","01:02:31","112","148","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:02:31","1","NaN","00:00:00","01:02:31","--","--"
Running,2024-02-22 18:03:01,false,"Winston-Salem Running","3.17","309","00:29:20","150","159","173","184","9:15","8:13","203","140","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:37.0","4","NaN","00:29:14","00:29:38","751","955"
Cardio,2024-02-21 08:32:07,false,"Cardio","0.00","324","00:46:19","124","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:46:19","1","NaN","00:00:00","00:46:19","802","802"
Running,2024-02-21 07:35:16,false,"Winston-Salem Running","4.11","406","00:36:44","160","184","173","200","8:57","5:55","58","71","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:06.4","5","NaN","00:36:23","00:46:58","784","842"
Running,2024-02-19 18:15:59,false,"Winston-Salem Running","3.05","304","00:29:49","147","162","173","190","9:47","8:39","145","153","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:30.3","4","NaN","00:29:47","00:30:10","844","958"
Cardio,2024-02-19 17:07:55,false,"Cardio","0.00","214","00:43:36","107","134","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:43:36","1","NaN","00:00:00","00:43:36","--","--"
Cardio,2024-02-18 15:26:33,false,"Cardio","0.00","292","01:08:11","102","128","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:08:11","1","NaN","00:00:00","01:08:11","--","--"
Running,2024-02-18 08:35:44,false,"Winston-Salem Running","4.05","445","00:40:23","157","178","172","188","9:59","7:36","364","463","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:27.2","5","NaN","00:40:17","00:45:45","721","1,068"
Running,2024-02-17 07:03:54,false,"Winston-Salem Running","10.10","1,017","01:30:08","161","184","177","186","8:56","7:47","471","445","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:55.9","11","NaN","01:29:41","01:59:23","742","957"
Cardio,2024-02-16 18:44:21,false,"Cardio","0.00","300","00:56:07","112","144","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:56:07","1","NaN","00:00:00","00:56:07","--","--"
Cardio,2024-02-15 08:02:45,false,"Cardio","0.00","306","00:46:56","122","172","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:46:56","1","NaN","00:00:00","00:46:56","808","808"
