Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress ScoreÂ®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-02-15 07:18:53,false,"Winston-Salem Running","4.01","441","00:39:24","156","173","171","182","9:50","8:49","147","136","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:05.4","5","NaN","00:39:09","00:41:08","784","860"
Cardio,2024-02-13 18:16:20,false,"Cardio","0.00","295","00:50:09","113","150","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:50:09","1","NaN","00:00:00","00:50:09","883","883"
Running,2024-02-13 17:14:33,false,"Winston-Salem Running","4.02","306","00:32:21","143","164","175","193","8:03","6:15","184","129","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.8","5","NaN","00:32:12","00:42:40","742","862"
Cardio,2024-02-12 17:59:53,false,"Cardio","0.00","320","01:09:44","104","135","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:09:44","1","NaN","00:00:00","01:09:44","793","793"
Running,2024-02-11 14:18:34,false,"Winston-Salem Running","6.21","599","00:57:44","153","171","170","180","9:17","5:45","294","359","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:01.7","7","NaN","00:57:18","01:07:19","796","982"
Running,2024-02-10 08:00:03,false,"Winston-Salem Running","4.02","416","00:38:13","155","183","168","178","9:30","7:30","216","267","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:10.5","5","NaN","00:37:51","00:40:51","820","948"
Cardio,2024-02-09 11:23:19,false,"Cardio","0.00","267","00:51:23","109","147","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:51:23","1","NaN","00:00:00","00:51:23","941","941"
Running,2024-02-08 17:42:33,false,"Winston-Salem Running","4.28","448","00:40:35","158","175","171","184","9:29","7:49","300","253","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:26.6","5","NaN","00:40:31","00:56:05","751","957"
Cardio,2024-02-08 07:26:57,false,"Cardio","0.00","293","00:47:36","116","159","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:47:36","1","NaN","00:00:00","00:47:36","--","--"
Cardio,2024-02-06 18:49:41,false,"Cardio","0.00","254","00:52:10","106","135","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:52:10","1","NaN","00:00:00","00:52:10","773","773"
Running,2024-02-06 17:28:02,false,"Winston-Salem Running","5.77","334","00:44:44","131","152","178","223","7:45","5:27","59","56","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:06:20.8","6","NaN","00:44:36","01:10:09","784","840"
Running,2024-02-05 18:14:55,false,"Winston-Salem Running","3.01","298","00:30:06","145","157","170","180","10:00","9:08","161","166","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.0","4","NaN","00:29:56","00:30:53","845","959"
Running,2024-02-03 08:35:06,false,"Winston-Salem Running","3.19","333","00:28:35","166","185","175","187","8:58","7:58","207","212","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:42.5","4","NaN","00:28:33","00:28:35","751","955"
Cardio,2024-02-02 07:16:42,false,"Cardio","0.00","275","00:53:35","111","141","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:53:35","1","NaN","00:00:00","00:53:35","--","--"
Running,2024-02-01 17:31:36,false,"Winston-Salem Running","4.00","412","00:38:27","155","174","170","180","9:36","8:17","432","435","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:01.2","5","NaN","00:38:18","01:09:36","767","956"
Cardio,2024-02-01 06:35:09,false,"Cardio","0.00","283","00:47:33","116","167","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:47:33","1","NaN","00:00:00","00:47:33","--","--"
Running,2024-01-31 08:19:57,false,"Winston-Salem Running","4.02","393","00:38:45","150","163","171","181","9:38","7:41","182","178","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:15.4","5","NaN","00:38:36","00:41:41","736","861"
Cardio,2024-01-30 06:45:45,false,"Cardio","0.00","265","00:56:55","107","137","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:56:55","1","NaN","00:00:00","00:56:55","--","--"
Running,2024-01-28 10:33:46,false,"Athens Running","3.00","352","00:31:30","166","180","174","191","10:29","3:51","208","102","0.88","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:04.2","4","NaN","00:31:24","00:36:10","583","723"
Running,2024-01-28 08:19:09,false,"Athens Running","6.70","656","00:52:02","177","192","181","203","7:46","6:13","317","302","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:05:31.8","7","NaN","00:51:56","00:52:02","600","778"
Running,2024-01-28 07:32:30,false,"Athens Running","1.03","92","00:10:21","133","151","176","190","10:03","7:44","22","--","0.91","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:18.9","2","NaN","00:10:20","00:12:28","739","761"
Running,2024-01-27 07:30:06,false,"Winston-Salem Running","2.20","239","00:21:29","159","175","174","186","9:46","8:26","72","71","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:56.5","3","NaN","00:21:26","00:23:39","879","942"
Running,2024-01-26 10:09:57,false,"Winston-Salem Running","5.01","489","00:46:15","155","175","170","234","9:14","7:01","503","542","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.4","6","NaN","00:46:03","00:54:40","786","1,083"
Cardio,2024-01-25 07:11:24,false,"Cardio","0.00","236","00:40:28","116","144","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:40:28","1","NaN","00:00:00","00:40:28","--","--"
Running,2024-01-24 07:34:13,false,"Winston-Salem Running","4.02","416","00:38:48","158","182","174","194","9:39","6:01","117","121","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:12.1","5","NaN","00:38:44","00:43:38","719","776"
Cardio,2024-01-23 18:07:02,false,"Cardio","0.00","238","00:54:40","101","142","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:54:40","1","NaN","00:00:00","00:54:40","--","--"
Walking,2024-01-22 18:14:13,false,"Winston-Salem Walking","2.07","206","00:43:11","107","120","106","234","20:51","13:45","116","124","0.72","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:56.8","3","NaN","00:40:57","00:43:12","853","958"
Running,2024-01-21 07:05:37,false,"Winston-Salem Running","13.10","1,269","02:03:34","159","181","177","190","9:26","8:00","536","547","0.97","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:57.0","14","NaN","02:03:09","02:25:04","784","983"
Running,2024-01-20 14:39:18,false,"Winston-Salem Running","3.10","305","00:26:52","159","176","176","188","8:40","7:30","50","61","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:51.6","4","NaN","00:26:48","00:35:25","720","763"
Cardio,2024-01-19 12:19:22,false,"Cardio","0.00","279","00:45:10","118","145","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:10","1","NaN","00:00:00","00:57:25","873","873"
Running,2024-01-19 12:03:25,false,"Winston-Salem Running","1.11","109","00:10:57","141","158","170","184","9:50","8:38","44","31","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:14.0","2","NaN","00:10:57","00:11:40","797","840"
Cardio,2024-01-18 18:35:02,false,"Cardio","0.00","248","00:45:07","110","138","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:07","1","NaN","00:00:00","00:45:07","788","788"
Running,2024-01-18 17:14:43,false,"Winston-Salem Running","5.16","369","00:42:14","142","170","175","239","8:11","5:49","95","107","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:43.1","6","NaN","00:41:20","01:11:57","784","840"
Running,2024-01-17 08:29:12,false,"Winston-Salem Running","3.01","301","00:28:54","150","164","173","188","9:37","8:36","99","100","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.3","4","NaN","00:28:40","00:34:34","797","859"
Running,2024-01-15 18:14:46,false,"Winston-Salem Running","3.01","289","00:26:35","156","170","177","190","8:50","7:35","170","153","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.5","4","NaN","00:26:30","00:26:41","846","961"
Cardio,2024-01-15 12:21:03,false,"Cardio","0.00","214","00:54:17","98","133","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:54:17","1","NaN","00:00:00","00:54:17","--","--"
Running,2024-01-14 13:32:29,false,"Winston-Salem Running","10.02","945","01:26:15","162","186","175","196","8:37","7:28","265","278","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:09.1","11","NaN","01:25:48","01:47:05","833","983"
Running,2024-01-13 08:33:02,false,"Winston-Salem Running","3.04","314","00:30:58","149","165","172","209","10:11","9:02","421","428","0.92","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:27.9","4","NaN","00:30:36","00:33:24","752","1,089"
Running,2024-01-11 17:43:03,false,"Winston-Salem Running","4.09","386","00:39:08","147","163","174","248","9:34","8:23","292","259","0.97","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:46.1","5","NaN","00:39:05","00:57:02","751","957"
Cardio,2024-01-11 07:40:48,false,"Cardio","0.00","245","00:35:06","122","147","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:35:06","1","NaN","00:00:00","00:35:06","--","--"
Running,2024-01-10 16:18:37,false,"Winston-Salem Running","4.01","387","00:38:13","150","172","170","219","9:32","7:19","229","250","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.3","5","NaN","00:37:52","00:47:25","799","942"
Cardio,2024-01-09 08:29:07,false,"Cardio","0.00","302","00:40:44","127","162","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:40:44","1","NaN","00:00:00","00:40:44","760","760"
Running,2024-01-07 10:20:56,false,"Winston-Salem Running","9.02","906","01:18:05","165","183","175","190","8:40","6:49","326","334","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.9","10","NaN","01:17:43","01:32:11","784","984"
Cardio,2024-01-06 13:56:29,false,"Cardio","0.00","297","00:53:06","113","146","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:53:06","1","NaN","00:00:00","00:53:06","--","--"
Running,2024-01-05 12:15:05,false,"Winston-Salem Running","1.01","106","00:09:32.7","152","165","174","193","9:26","8:19","14","21","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.7","2","NaN","00:09:15","00:11:25","747","766"
Running,2024-01-05 11:24:16,false,"Winston-Salem Running","4.02","296","00:30:50","146","173","178","200","7:40","5:28","10","6","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:11.4","5","NaN","00:30:19","00:50:15","745","771"
Running,2024-01-04 18:05:28,false,"Winston-Salem Running","3.04","308","00:32:22","143","162","175","244","10:39","7:59","210","159","0.86","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:23.5","4","NaN","00:32:21","00:34:17","751","957"
Running,2024-01-04 17:18:29,false,"Winston-Salem Running","2.02","174","00:17:36","144","165","177","190","8:43","7:34","86","91","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:09.2","3","NaN","00:17:27","00:18:56","742","837"
Cardio,2024-01-03 07:26:53,false,"Cardio","0.00","214","00:30:18","125","163","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:30:18","1","NaN","00:00:00","00:30:18","980","980"
Running,2024-01-01 18:12:50,false,"Winston-Salem Running","3.01","283","00:27:07","150","163","178","190","9:00","8:09","152","150","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.2","4","NaN","00:27:01","00:27:55","851","958"
Cardio,2024-01-01 13:04:37,false,"Cardio","0.00","205","00:34:07","116","138","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:34:07","1","NaN","00:00:00","00:34:07","--","--"
Running,2023-12-31 07:05:11,false,"Winston-Salem Running","13.73","1,284","02:18:19","153","174","174","228","10:04","8:46","608","614","0.92","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:07:31.9","14","NaN","02:18:06","02:27:32","797","983"
Running,2023-12-30 08:35:29,false,"Winston-Salem Running","3.11","325","00:29:09","159","172","178","188","9:22","8:07","199","207","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:09.8","4","NaN","00:29:06","00:29:35","752","955"
Cardio,2023-12-29 10:19:03,false,"Cardio","0.00","273","00:35:19","128","157","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:35:19","1","NaN","00:00:00","00:35:19","877","877"
Running,2023-12-28 17:32:34,false,"Winston-Salem Running","4.31","379","00:38:43","145","163","174","194","8:59","7:13","305","268","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:54.4","5","NaN","00:38:14","01:02:29","752","957"
Cardio,2023-12-28 08:33:01,false,"Cardio","0.00","58","00:16:26","90","113","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:16:26","1","NaN","00:00:00","00:16:26","887","887"
Cardio,2023-12-27 09:27:52,false,"Cardio","0.00","220","00:34:04","118","169","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:34:04","1","NaN","00:00:00","00:34:04","887","887"
Walking,2023-12-27 08:47:10,false,"Winston-Salem Walking","1.13","107","00:21:25","100","113","121","247","18:53","14:49","113","117","0.70","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:19.9","2","NaN","00:20:55","00:21:25","868","969"
Cardio,2023-12-26 11:22:17,false,"Cardio","0.00","171","00:28:11","117","150","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:28:11","1","NaN","00:00:00","00:28:11","--","--"
Walking,2023-12-25 07:22:57,false,"Winston-Salem Walking","1.53","147","00:31:57","102","125","107","135","20:51","12:33","62","65","0.72","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:11:09","2","NaN","00:30:35","00:31:58","886","920"
Running,2023-12-23 09:05:35,false,"Winston-Salem Running","12.02","1,148","01:49:54","157","185","175","237","9:09","6:59","515","514","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:08.3","13","NaN","01:49:31","02:06:08","798","983"
Cardio,2023-12-21 17:42:53,false,"Cardio","0.00","234","00:40:27","113","144","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:40:27","1","NaN","00:00:00","00:40:27","--","--"
Running,2023-12-20 16:58:26,false,"Winston-Salem Running","4.02","378","00:38:07","152","174","172","244","9:29","8:23","129","129","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:16.0","5","NaN","00:37:39","00:44:30","720","780"
Cardio,2023-12-19 19:14:15,false,"Cardio","0.00","102","00:21:46","101","124","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:21:46","1","NaN","00:00:00","00:21:46","760","760"
Running,2023-12-19 18:04:54,false,"Winston-Salem Running","5.01","407","00:42:55","150","180","179","202","8:34","6:13","65","67","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.8","6","NaN","00:42:28","00:55:27","784","840"
Running,2023-12-18 09:56:08,false,"New York Running","4.02","420","00:38:53","157","179","171","182","9:41","7:10","2","2","0.97","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:09.4","5","NaN","00:38:49","00:40:41","-7","10"
Running,2023-12-15 13:09:45,false,"Winston-Salem Running","4.02","427","00:39:41","156","173","166","180","9:53","8:49","203","223","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:09.8","5","NaN","00:39:00","00:49:52","819","948"
Cardio,2023-12-14 07:50:24,false,"Cardio","0.00","268","00:42:48","120","146","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:42:48","1","NaN","00:00:00","00:42:48","--","--"
Running,2023-12-13 06:53:55,false,"Winston-Salem Running","4.07","328","00:32:21","154","180","178","200","7:56","5:34","70","70","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:41.1","5","NaN","00:31:41","00:52:24","747","767"
Running,2023-12-11 18:16:38,false,"Winston-Salem Running","3.03","304","00:28:28","154","176","175","188","9:23","7:20","167","164","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:19.6","4","NaN","00:28:08","00:29:15","848","958"
Cardio,2023-12-11 07:24:26,false,"Cardio","0.00","288","00:47:42","118","150","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:47:42","1","NaN","00:00:00","00:47:42","--","--"
Cardio,2023-12-10 14:16:29,false,"Cardio","0.00","276","00:57:14","107","139","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:57:14","1","NaN","00:00:00","00:57:14","--","--"
Running,2023-12-09 09:25:44,false,"Winston-Salem Running","15.05","1,463","02:20:12","159","187","173","188","9:19","7:12","613","614","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:31.2","16","NaN","02:19:40","02:47:02","784","984"
Running,2023-12-07 18:10:55,false,"Winston-Salem Running","3.19","332","00:31:25","152","169","173","194","9:51","8:16","214","192","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:41.8","4","NaN","00:31:24","00:31:30","753","955"
Running,2023-12-02 08:00:16,false,"Winston-Salem Running","13.11","1,454","02:22:09","157","179","161","246","10:51","6:34","575","581","0.93","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:13.0","14","NaN","02:20:59","02:26:51","798","983"
Running,2023-12-01 18:10:13,false,"Winston-Salem Running","3.06","312","00:28:39","155","168","174","204","9:22","8:24","152","176","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:31.7","4","NaN","00:28:35","00:29:46","796","936"
Running,2023-11-30 18:09:09,false,"Winston-Salem Running","3.19","315","00:31:19","146","158","170","188","9:48","8:21","212","223","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:50.1","4","NaN","00:31:01","00:32:01","752","955"
Cardio,2023-11-30 16:29:12,false,"Cardio","0.00","220","00:32:40","119","148","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:32:40","1","NaN","00:00:00","00:32:40","--","--"
Running,2023-11-29 15:47:18,false,"Winston-Salem Running","3.01","310","00:27:39","158","176","169","245","9:11","8:14","97","140","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.5","4","NaN","00:27:23","00:31:41","821","948"
Cardio,2023-11-28 06:29:39,false,"Cardio","0.00","204","00:58:42","91","129","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:58:42","1","NaN","00:00:00","00:58:42","981","981"
Running,2023-11-27 18:13:54,false,"Winston-Salem Running","3.13","298","00:29:01","149","161","175","194","9:16","7:00","154","158","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:18.9","5","NaN","00:28:52","00:30:00","844","958"
Running,2023-11-25 08:26:26,false,"Watauga County Running","7.50","781","01:15:11","153","170","173","200","10:02","7:34","328","290","0.93","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:05:23.0","8","NaN","01:14:58","01:27:00","2,921","3,037"
Cardio,2023-11-24 08:22:36,false,"Cardio","0.00","422","01:05:38","124","166","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:05:38","1","NaN","00:00:00","01:05:38","473","473"
Running,2023-11-23 08:01:17,false,"Carrboro Running","5.02","432","00:40:51","151","165","177","200","8:08","6:23","107","106","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.0","6","NaN","00:40:50","00:41:00","440","513"
Running,2023-11-23 07:36:01,false,"Carrboro Running","0.74","59","00:06:28.5","133","152","169","188","8:47","8:19","--","21","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:06:28.5","1","NaN","00:06:19","00:06:56.8","459","492"
Cardio,2023-11-21 05:37:56,false,"Cardio","0.00","402","00:48:16","138","168","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:48:16","1","NaN","00:00:00","00:48:16","818","818"
Running,2023-11-20 18:12:41,false,"Winston-Salem Running","4.09","421","00:40:48","149","163","170","200","9:58","8:38","252","221","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:00.9","5","NaN","00:40:26","00:41:48","752","973"
Cardio,2023-11-20 10:54:56,false,"Cardio","0.00","219","00:33:18","119","153","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:33:18","1","NaN","00:00:00","00:33:19","--","--"
Running,2023-11-19 14:43:22,false,"Winston-Salem Running","3.01","301","00:26:58","156","178","171","217","8:57","7:39","122","160","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.3","4","NaN","00:26:53","00:29:12","741","888"
Running,2023-11-18 07:06:35,false,"Winston-Salem Running","9.01","971","01:28:58","158","173","170","182","9:53","8:23","364","374","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.3","10","NaN","01:28:32","01:41:35","786","983"
Running,2023-11-17 08:30:54,false,"Winston-Salem Running","4.01","386","00:33:23","160","184","170","188","8:19","7:18","120","117","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.1","5","NaN","00:33:11","00:42:04","723","780"
Running,2023-11-16 18:08:59,false,"Winston-Salem Running","3.13","306","00:28:57","150","168","170","190","9:14","7:08","222","221","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:11.1","4","NaN","00:28:40","00:30:48","750","955"
Cardio,2023-11-16 06:31:32,false,"Cardio","0.00","295","00:45:36","118","150","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:36","1","NaN","00:00:00","00:45:36","--","--"
Cardio,2023-11-14 06:33:07,false,"Cardio","0.00","298","00:42:59","124","153","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:42:59","1","NaN","00:00:00","00:42:59","--","--"
Running,2023-11-13 18:16:29,false,"Winston-Salem Running","3.10","296","00:29:03","145","159","171","184","9:22","7:54","149","150","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:02.5","4","NaN","00:28:57","00:29:43","844","958"
Running,2023-11-12 15:18:07,false,"Winston-Salem Running","4.01","357","00:35:47","148","181","169","188","8:56","7:32","193","192","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:03.1","5","NaN","00:35:26","00:45:22","740","870"
